ENSG00000278198	ENST00000611619	ENSP00000482855
ENSG00000100207	ENST00000359486	ENSP00000352463
ENSG00000130762	ENST00000378378	ENSP00000367629
ENSG00000058729	ENST00000283109	ENSP00000283109
ENSG00000141499	ENST00000316024	ENSP00000324203
ENSG00000155066	ENST00000317620	ENSP00000318270
ENSG00000113369	ENST00000265138	ENSP00000265138
ENSG00000116039	ENST00000234396	ENSP00000234396
ENSG00000151532	ENST00000393077	ENSP00000376792
ENSG00000259784	ENST00000569317	ENSP00000455561
ENSG00000141519	ENST00000397545	ENSP00000380679
ENSG00000154710	ENST00000380828	ENSP00000370208
ENSG00000070061	ENST00000374647	ENSP00000363779
ENSG00000082213	ENST00000325366	ENSP00000326879
ENSG00000205649	ENST00000530128	ENSP00000432561
ENSG00000125831	ENST00000377009	ENSP00000366208
ENSG00000179455	ENST00000314520	ENSP00000313881
ENSG00000131055	ENST00000376075	ENSP00000365243
ENSG00000147854	ENST00000276893	ENSP00000276893
ENSG00000273540	ENST00000441037	ENSP00000413001
ENSG00000076554	ENST00000520527	ENSP00000429309
ENSG00000181693	ENST00000313022	ENSP00000323595
ENSG00000136450	ENST00000258962	ENSP00000258962
ENSG00000137033	ENST00000381434	ENSP00000370842
ENSG00000176390	ENST00000324238	ENSP00000318804
ENSG00000144848	ENST00000283290	ENSP00000283290
ENSG00000178026	ENST00000318753	ENSP00000320520
ENSG00000144231	ENST00000272645	ENSP00000272645
ENSG00000128383	ENST00000402255	ENSP00000384359
ENSG00000231824	ENST00000434239	ENSP00000399075
ENSG00000172046	ENST00000434032	ENSP00000401197
ENSG00000102271	ENST00000373114	ENSP00000362206
ENSG00000135953	ENST00000258436	ENSP00000258436
ENSG00000131462	ENST00000251413	ENSP00000251413
ENSG00000198689	ENST00000370695	ENSP00000359729
ENSG00000179796	ENST00000396641	ENSP00000379880
ENSG00000127980	ENST00000248633	ENSP00000248633
ENSG00000003987	ENST00000180173	ENSP00000180173
ENSG00000108654	ENST00000225792	ENSP00000225792
ENSG00000149922	ENST00000395224	ENSP00000378650
ENSG00000166839	ENST00000319580	ENSP00000325895
ENSG00000169714	ENST00000441626	ENSP00000410769
ENSG00000176171	ENST00000368636	ENSP00000357625
ENSG00000118276	ENST00000306851	ENSP00000306459
ENSG00000214113	ENST00000464010	ENSP00000420026
ENSG00000278289	ENST00000620654	ENSP00000479608
ENSG00000272772	ENST00000519718	ENSP00000430774
ENSG00000185624	ENST00000331483	ENSP00000327801
ENSG00000115944	ENST00000378669	ENSP00000367938
ENSG00000079805	ENST00000389253	ENSP00000373905
ENSG00000179532	ENST00000254579	ENSP00000254579
ENSG00000137075	ENST00000259605	ENSP00000259605
ENSG00000064666	ENST00000263097	ENSP00000263097
ENSG00000144029	ENST00000272418	ENSP00000272418
ENSG00000171368	ENST00000360578	ENSP00000353785
ENSG00000161929	ENST00000574081	ENSP00000461269
ENSG00000213648	ENST00000360423	ENSP00000353600
ENSG00000128313	ENST00000249044	ENSP00000249044
ENSG00000046604	ENST00000261590	ENSP00000261590
ENSG00000013293	ENST00000231706	ENSP00000231706
ENSG00000142657	ENST00000270776	ENSP00000270776
ENSG00000176454	ENST00000314891	ENSP00000317300
ENSG00000137507	ENST00000407242	ENSP00000384126
ENSG00000138380	ENST00000402905	ENSP00000384006
ENSG00000166450	ENST00000389286	ENSP00000373937
ENSG00000151650	ENST00000325980	ENSP00000357556
ENSG00000125817	ENST00000379751	ENSP00000369075
ENSG00000159685	ENST00000290913	ENSP00000290913
ENSG00000187867	ENST00000340790	ENSP00000344996
ENSG00000196711	ENST00000358543	ENSP00000351345
ENSG00000198947	ENST00000357033	ENSP00000354923
ENSG00000122507	ENST00000242067	ENSP00000242067
ENSG00000010327	ENST00000321725	ENSP00000312946
ENSG00000005102	ENST00000318579	ENSP00000321684
ENSG00000163501	ENST00000295731	ENSP00000295731
ENSG00000010270	ENST00000009041	ENSP00000009041
ENSG00000132005	ENST00000254325	ENSP00000254325
ENSG00000167083	ENST00000511277	ENSP00000426022
ENSG00000164756	ENST00000456015	ENSP00000415011
ENSG00000158636	ENST00000524767	ENSP00000433205
ENSG00000186522	ENST00000397712	ENSP00000380824
ENSG00000171916	ENST00000328114	ENSP00000329932
ENSG00000114315	ENST00000232424	ENSP00000232424
ENSG00000106819	ENST00000375544	ENSP00000364694
ENSG00000088930	ENST00000377191	ENSP00000366396
ENSG00000249319	ENST00000450043	ENSP00000396527
ENSG00000126522	ENST00000304874	ENSP00000307188
ENSG00000204382	ENST00000375616	ENSP00000364766
ENSG00000127990	ENST00000445866	ENSP00000398930
ENSG00000164751	ENST00000357039	ENSP00000349543
ENSG00000079134	ENST00000261600	ENSP00000261600
ENSG00000155313	ENST00000400183	ENSP00000383044
ENSG00000063438	ENST00000316418	ENSP00000323816
ENSG00000134321	ENST00000382040	ENSP00000371471
ENSG00000187021	ENST00000528052	ENSP00000433933
ENSG00000066405	ENST00000183605	ENSP00000183605
ENSG00000165476	ENST00000373758	ENSP00000362863
ENSG00000128655	ENST00000286063	ENSP00000286063
ENSG00000100628	ENST00000555019	ENSP00000451575
ENSG00000126458	ENST00000246792	ENSP00000246792
ENSG00000145681	ENST00000274341	ENSP00000274341
ENSG00000142188	ENST00000542230	ENSP00000439768
ENSG00000110422	ENST00000303296	ENSP00000304226
ENSG00000156787	ENST00000287380	ENSP00000287380
ENSG00000189190	ENST00000338230	ENSP00000344791
ENSG00000154415	ENST00000284601	ENSP00000284601
ENSG00000125895	ENST00000381894	ENSP00000371318
ENSG00000171855	ENST00000380232	ENSP00000369581
ENSG00000076650	ENST00000170564	ENSP00000170564
ENSG00000213780	ENST00000259895	ENSP00000259895
ENSG00000133665	ENST00000372198	ENSP00000361272
ENSG00000160993	ENST00000292566	ENSP00000292566
ENSG00000176566	ENST00000319675	ENSP00000316496
ENSG00000185339	ENST00000215838	ENSP00000215838
ENSG00000133107	ENST00000379705	ENSP00000369027
ENSG00000108423	ENST00000325752	ENSP00000320797
ENSG00000165895	ENST00000298815	ENSP00000298815
ENSG00000165895	ENST00000303130	ENSP00000303999
ENSG00000103852	ENST00000394132	ENSP00000377690
ENSG00000100029	ENST00000354694	ENSP00000346725
ENSG00000102409	ENST00000372695	ENSP00000361780
ENSG00000166263	ENST00000376352	ENSP00000365530
ENSG00000070010	ENST00000263202	ENSP00000263202
ENSG00000137440	ENST00000382333	ENSP00000371770
ENSG00000101350	ENST00000375712	ENSP00000364864
ENSG00000142484	ENST00000270560	ENSP00000270560
ENSG00000128563	ENST00000496391	ENSP00000419270
ENSG00000130768	ENST00000373894	ENSP00000363001
ENSG00000165300	ENST00000325089	ENSP00000366283
ENSG00000124784	ENST00000379834	ENSP00000369162
ENSG00000179111	ENST00000541682	ENSP00000446205
ENSG00000174469	ENST00000361727	ENSP00000354778
ENSG00000129965	ENST00000397270	ENSP00000380440
ENSG00000142347	ENST00000338257	ENSP00000344871
ENSG00000197712	ENST00000358869	ENSP00000351740
ENSG00000164304	ENST00000502583	ENSP00000425493
ENSG00000185896	ENST00000332556	ENSP00000333298
ENSG00000149021	ENST00000278282	ENSP00000278282
ENSG00000204740	ENST00000454679	ENSP00000412763
ENSG00000180938	ENST00000319286	ENSP00000319305
ENSG00000249590	ENST00000439838	ENSP00000415178
ENSG00000197766	ENST00000327726	ENSP00000332139
ENSG00000184659	ENST00000377413	ENSP00000366630
ENSG00000121690	ENST00000241051	ENSP00000241051
ENSG00000124177	ENST00000373233	ENSP00000362330
ENSG00000166272	ENST00000448841	ENSP00000414721
ENSG00000117748	ENST00000373909	ENSP00000363017
ENSG00000170801	ENST00000307358	ENSP00000303766
ENSG00000149577	ENST00000324225	ENSP00000314023
ENSG00000140459	ENST00000268053	ENSP00000268053
ENSG00000158234	ENST00000338446	ENSP00000342805
ENSG00000174721	ENST00000311575	ENSP00000339067
ENSG00000205838	ENST00000505624	ENSP00000422188
ENSG00000197416	ENST00000360464	ENSP00000353650
ENSG00000003509	ENST00000002125	ENSP00000002125
ENSG00000122592	ENST00000242159	ENSP00000242159
ENSG00000105784	ENST00000338056	ENSP00000337732
ENSG00000180209	ENST00000322861	ENSP00000325239
ENSG00000127580	ENST00000293883	ENSP00000293883
ENSG00000147457	ENST00000397677	ENSP00000380794
ENSG00000163576	ENST00000295824	ENSP00000295824
ENSG00000146192	ENST00000274963	ENSP00000274963
ENSG00000140945	ENST00000268613	ENSP00000268613
ENSG00000138029	ENST00000317799	ENSP00000325136
ENSG00000137100	ENST00000259632	ENSP00000259632
ENSG00000172728	ENST00000327671	ENSP00000332757
ENSG00000163600	ENST00000316386	ENSP00000319476
ENSG00000165672	ENST00000298510	ENSP00000298510
ENSG00000021574	ENST00000615843	ENSP00000480893
ENSG00000113088	ENST00000231009	ENSP00000231009
ENSG00000113648	ENST00000511689	ENSP00000423563
ENSG00000149231	ENST00000278520	ENSP00000278520
ENSG00000149131	ENST00000278407	ENSP00000278407
ENSG00000179921	ENST00000522678	ENSP00000430886
ENSG00000183166	ENST00000395275	ENSP00000378690
ENSG00000183571	ENST00000378919	ENSP00000368199
ENSG00000175348	ENST00000534025	ENSP00000433361
ENSG00000185818	ENST00000423729	ENSP00000413064
ENSG00000137409	ENST00000373627	ENSP00000362730
ENSG00000030110	ENST00000374467	ENSP00000363591
ENSG00000258588	ENST00000354852	ENSP00000346916
ENSG00000240204	ENST00000462322	ENSP00000454370
ENSG00000212807	ENST00000391496	ENSP00000375334
ENSG00000152642	ENST00000282541	ENSP00000282541
ENSG00000179348	ENST00000341105	ENSP00000345681
ENSG00000119508	ENST00000618101	ENSP00000482027
ENSG00000100065	ENST00000403299	ENSP00000384570
ENSG00000103199	ENST00000219478	ENSP00000219478
ENSG00000178301	ENST00000313578	ENSP00000318770
ENSG00000221970	ENST00000408951	ENSP00000386175
ENSG00000155959	ENST00000286428	ENSP00000286428
ENSG00000115935	ENST00000392547	ENSP00000376330
ENSG00000197077	ENST00000358431	ENSP00000351207
ENSG00000074201	ENST00000525428	ENSP00000433919
ENSG00000101331	ENST00000262659	ENSP00000262659
ENSG00000100263	ENST00000216085	ENSP00000216085
ENSG00000138435	ENST00000261007	ENSP00000261007
ENSG00000157330	ENST00000614859	ENSP00000477802
ENSG00000132153	ENST00000445061	ENSP00000405620
ENSG00000137101	ENST00000396757	ENSP00000379980
ENSG00000170542	ENST00000380698	ENSP00000370074
ENSG00000179407	ENST00000469083	ENSP00000417418
ENSG00000182944	ENST00000414183	ENSP00000400142
ENSG00000170144	ENST00000392524	ENSP00000376309
ENSG00000135974	ENST00000258457	ENSP00000258457
ENSG00000083307	ENST00000251808	ENSP00000251808
ENSG00000119737	ENST00000394705	ENSP00000378195
ENSG00000204356	ENST00000375429	ENSP00000364578
ENSG00000102683	ENST00000218867	ENSP00000218867
ENSG00000085721	ENST00000198767	ENSP00000198767
ENSG00000138286	ENST00000242505	ENSP00000242505
ENSG00000204427	ENST00000395952	ENSP00000379282
ENSG00000233276	ENST00000419783	ENSP00000407375
ENSG00000109101	ENST00000226247	ENSP00000226247
ENSG00000204301	ENST00000375023	ENSP00000364163
ENSG00000108878	ENST00000226021	ENSP00000226021
ENSG00000091651	ENST00000219097	ENSP00000219097
ENSG00000172888	ENST00000339296	ENSP00000340841
ENSG00000185899	ENST00000332690	ENSP00000327724
ENSG00000160223	ENST00000344330	ENSP00000339477
ENSG00000198283	ENST00000360374	ENSP00000353537
ENSG00000226600	ENST00000417256	ENSP00000408204
ENSG00000144820	ENST00000273352	ENSP00000273352
ENSG00000141655	ENST00000586569	ENSP00000465500
ENSG00000114126	ENST00000489671	ENSP00000420616
ENSG00000114126	ENST00000499676	ENSP00000439782
ENSG00000204414	ENST00000309894	ENSP00000309524
ENSG00000219481	ENST00000430580	ENSP00000474456
ENSG00000009950	ENST00000313375	ENSP00000320886
ENSG00000108823	ENST00000262018	ENSP00000262018
ENSG00000166169	ENST00000370162	ENSP00000359181
ENSG00000108799	ENST00000428826	ENSP00000404658
ENSG00000265303	ENST00000577660	ENSP00000464167
ENSG00000260230	ENST00000561981	ENSP00000477141
ENSG00000108179	ENST00000225174	ENSP00000225174
ENSG00000175879	ENST00000313173	ENSP00000315949
ENSG00000198092	ENST00000356291	ENSP00000348639
ENSG00000136856	ENST00000373371	ENSP00000362469
ENSG00000172716	ENST00000394566	ENSP00000378067
ENSG00000172377	ENST00000302610	ENSP00000302606
ENSG00000159873	ENST00000249064	ENSP00000249064
ENSG00000057608	ENST00000380191	ENSP00000369538
ENSG00000171864	ENST00000305817	ENSP00000306900
ENSG00000170959	ENST00000406071	ENSP00000385936
ENSG00000260456	ENST00000567970	ENSP00000455079
ENSG00000145794	ENST00000274473	ENSP00000274473
ENSG00000100422	ENST00000216264	ENSP00000216264
ENSG00000175895	ENST00000315367	ENSP00000322373
ENSG00000125850	ENST00000278780	ENSP00000278780
ENSG00000106609	ENST00000341567	ENSP00000340668
ENSG00000103264	ENST00000311635	ENSP00000310841
ENSG00000121067	ENST00000393328	ENSP00000377001
ENSG00000166477	ENST00000299601	ENSP00000299601
ENSG00000187944	ENST00000342506	ENSP00000339384
ENSG00000120690	ENST00000239882	ENSP00000239882
ENSG00000125457	ENST00000577542	ENSP00000463334
ENSG00000205670	ENST00000399295	ENSP00000382234
ENSG00000184060	ENST00000330889	ENSP00000329468
ENSG00000033178	ENST00000322244	ENSP00000313454
ENSG00000254536	ENST00000468317	ENSP00000436767
ENSG00000180785	ENST00000396952	ENSP00000380155
ENSG00000172037	ENST00000418109	ENSP00000388325
ENSG00000174914	ENST00000312153	ENSP00000309012
ENSG00000136928	ENST00000259455	ENSP00000259455
ENSG00000106636	ENST00000223369	ENSP00000223369
ENSG00000162086	ENST00000574298	ENSP00000459566
ENSG00000174996	ENST00000417856	ENSP00000399403
ENSG00000091986	ENST00000206423	ENSP00000206423
ENSG00000179431	ENST00000317811	ENSP00000400223
ENSG00000224712	ENST00000552140	ENSP00000448841
ENSG00000168634	ENST00000305479	ENSP00000302938
ENSG00000172650	ENST00000374094	ENSP00000363207
ENSG00000105289	ENST00000589378	ENSP00000465419
ENSG00000275111	ENST00000614034	ENSP00000480297
ENSG00000132170	ENST00000287820	ENSP00000287820
ENSG00000185112	ENST00000329759	ENSP00000371397
ENSG00000108774	ENST00000547517	ENSP00000447053
ENSG00000013016	ENST00000322054	ENSP00000327116
ENSG00000133030	ENST00000395811	ENSP00000379156
ENSG00000160216	ENST00000398063	ENSP00000381140
ENSG00000182718	ENST00000332680	ENSP00000346032
ENSG00000141736	ENST00000269571	ENSP00000269571
ENSG00000158941	ENST00000308511	ENSP00000310670
ENSG00000154639	ENST00000284878	ENSP00000284878
ENSG00000181371	ENST00000327216	ENSP00000323354
ENSG00000186111	ENST00000589578	ENSP00000466363
ENSG00000164808	ENST00000297423	ENSP00000297423
ENSG00000180316	ENST00000394571	ENSP00000378072
ENSG00000090487	ENST00000204566	ENSP00000204566
ENSG00000178372	ENST00000380332	ENSP00000369689
ENSG00000068137	ENST00000591022	ENSP00000468678
ENSG00000118922	ENST00000377669	ENSP00000366897
ENSG00000092345	ENST00000250863	ENSP00000250863
ENSG00000244255	ENST00000456570	ENSP00000410815
ENSG00000204315	ENST00000375156	ENSP00000364298
ENSG00000107862	ENST00000369983	ENSP00000359000
ENSG00000103540	ENST00000381396	ENSP00000370803
ENSG00000240505	ENST00000261652	ENSP00000261652
ENSG00000145779	ENST00000513374	ENSP00000427424
ENSG00000105011	ENST00000263382	ENSP00000263382
ENSG00000184154	ENST00000307198	ENSP00000305742
ENSG00000104435	ENST00000518111	ENSP00000429243
ENSG00000204644	ENST00000488757	ENSP00000418259
ENSG00000261150	ENST00000615648	ENSP00000484472
ENSG00000136379	ENST00000258884	ENSP00000258884
ENSG00000144644	ENST00000282538	ENSP00000282538
ENSG00000157259	ENST00000287957	ENSP00000287957
ENSG00000167825	ENST00000301532	ENSP00000301532
ENSG00000134871	ENST00000360467	ENSP00000353654
ENSG00000159256	ENST00000400485	ENSP00000383333
ENSG00000137497	ENST00000393695	ENSP00000377298
ENSG00000140694	ENST00000437198	ENSP00000387911
ENSG00000099203	ENST00000214869	ENSP00000214869
ENSG00000108771	ENST00000251642	ENSP00000251642
ENSG00000268940	ENST00000594117	ENSP00000470185
ENSG00000164070	ENST00000296464	ENSP00000296464
ENSG00000067369	ENST00000382044	ENSP00000371475
ENSG00000180626	ENST00000399604	ENSP00000382513
ENSG00000129055	ENST00000510994	ENSP00000421842
ENSG00000213401	ENST00000393900	ENSP00000377478
ENSG00000132819	ENST00000356208	ENSP00000348538
ENSG00000186119	ENST00000333976	ENSP00000335025
ENSG00000235453	ENST00000451672	ENSP00000414891
ENSG00000278499	ENST00000614215	ENSP00000482925
ENSG00000173868	ENST00000413580	ENSP00000406909
ENSG00000114423	ENST00000264122	ENSP00000264122
ENSG00000107742	ENST00000373109	ENSP00000362201
ENSG00000072864	ENST00000396355	ENSP00000379643
ENSG00000114739	ENST00000352511	ENSP00000340361
ENSG00000095539	ENST00000210633	ENSP00000210633
ENSG00000169715	ENST00000306061	ENSP00000307706
ENSG00000163961	ENST00000318037	ENSP00000320898
ENSG00000134569	ENST00000378623	ENSP00000367888
ENSG00000186951	ENST00000407236	ENSP00000385523
ENSG00000214652	ENST00000456806	ENSP00000485448
ENSG00000120685	ENST00000352251	ENSP00000332034
ENSG00000016864	ENST00000266014	ENSP00000266014
ENSG00000054796	ENST00000371263	ENSP00000360310
ENSG00000171798	ENST00000304613	ENSP00000304437
ENSG00000151692	ENST00000320892	ENSP00000321330
ENSG00000183060	ENST00000344791	ENSP00000342840
ENSG00000161958	ENST00000293829	ENSP00000293829
ENSG00000186871	ENST00000334463	ENSP00000334675
ENSG00000171148	ENST00000301964	ENSP00000307684
ENSG00000115486	ENST00000233838	ENSP00000233838
ENSG00000105948	ENST00000464848	ENSP00000419279
ENSG00000154065	ENST00000592179	ENSP00000468354
ENSG00000259171	ENST00000553909	ENSP00000477037
ENSG00000101294	ENST00000398174	ENSP00000381237
ENSG00000164885	ENST00000485972	ENSP00000419782
ENSG00000168268	ENST00000422318	ENSP00000406933
ENSG00000175536	ENST00000310109	ENSP00000309463
ENSG00000215475	ENST00000400405	ENSP00000383256
ENSG00000087842	ENST00000380421	ENSP00000369786
ENSG00000154162	ENST00000382254	ENSP00000371689
ENSG00000101557	ENST00000261601	ENSP00000261601
ENSG00000171988	ENST00000399262	ENSP00000382204
ENSG00000183734	ENST00000331289	ENSP00000332293
ENSG00000204469	ENST00000376033	ENSP00000365201
ENSG00000197177	ENST00000392607	ENSP00000376384
ENSG00000122877	ENST00000242480	ENSP00000242480
ENSG00000103876	ENST00000407106	ENSP00000385080
ENSG00000186777	ENST00000419098	ENSP00000415774
ENSG00000001630	ENST00000003100	ENSP00000003100
ENSG00000166189	ENST00000299238	ENSP00000299238
ENSG00000183260	ENST00000369916	ENSP00000358932
ENSG00000147654	ENST00000337573	ENSP00000337675
ENSG00000165197	ENST00000297904	ENSP00000297904
ENSG00000107798	ENST00000336233	ENSP00000337354
ENSG00000100360	ENST00000433985	ENSP00000393541
ENSG00000140368	ENST00000558012	ENSP00000452746
ENSG00000112053	ENST00000490799	ENSP00000417638
ENSG00000174405	ENST00000611712	ENSP00000484288
ENSG00000170430	ENST00000306010	ENSP00000302111
ENSG00000179950	ENST00000526683	ENSP00000434359
ENSG00000113583	ENST00000231512	ENSP00000231512
ENSG00000074370	ENST00000359983	ENSP00000353072
ENSG00000188076	ENST00000342878	ENSP00000344545
ENSG00000149289	ENST00000278590	ENSP00000278590
ENSG00000204450	ENST00000533122	ENSP00000483764
ENSG00000222038	ENST00000409602	ENSP00000387176
ENSG00000144426	ENST00000449802	ENSP00000399903
ENSG00000184281	ENST00000333256	ENSP00000331087
